-7.153352722525596619e-03,1.367586106061935425e-02,2.159960195422172546e-02,6.953835487365722656e-03,2.223454415798187256e-02,-2.927642315626144409e-02,2.524642273783683777e-02,1.970361545681953430e-02,-2.285471186041831970e-02,-1.448817551136016846e-03
-4.052184522151947021e-04,1.906578615307807922e-02,-1.488089561462402344e-03,-2.101498097181320190e-02,8.329015225172042847e-03,-1.546450145542621613e-02,2.751807495951652527e-02,-1.590058207511901855e-03,-2.371124178171157837e-02,-1.988707482814788818e-02
2.428032830357551575e-02,1.684148237109184265e-02,-2.068550325930118561e-02,1.918323338031768799e-02,-2.353622391819953918e-02,-3.138002380728721619e-02,1.183513924479484558e-02,3.740821033716201782e-03,2.146624028682708740e-02,7.500562816858291626e-03
-2.050892263650894165e-02,8.471608161926269531e-04,3.036335483193397522e-02,-6.455788388848304749e-03,-3.198953345417976379e-02,-2.373532950878143311e-02,1.659368723630905151e-02,-1.893647573888301849e-02,-1.596736349165439606e-02,6.113234907388687134e-03
3.149695321917533875e-02,2.940519526600837708e-02,-3.550276160240173340e-04,-4.048662260174751282e-03,-9.845942258834838867e-04,-6.487827748060226440e-03,1.566853374242782593e-02,2.704602852463722229e-02,-5.531946197152137756e-03,3.065827861428260803e-02
9.007647633552551270e-03,-4.598509520292282104e-03,-2.480136230587959290e-03,1.480264961719512939e-02,-1.672414690256118774e-02,-3.236869722604751587e-02,9.915538132190704346e-03,2.737525850534439087e-03,3.126880899071693420e-02,-2.186142839491367340e-02
7.510252296924591064e-03,2.710469067096710205e-02,-3.076430037617683411e-02,-1.101992838084697723e-02,8.517991751432418823e-03,2.980333194136619568e-02,1.867491379380226135e-02,1.659977063536643982e-02,-2.602961659431457520e-02,1.070861145853996277e-02
-1.745427213609218597e-02,2.712508291006088257e-02,8.632343262434005737e-03,1.904416829347610474e-03,1.604300737380981445e-02,-2.553638070821762085e-02,2.066358923912048340e-03,-2.548887953162193298e-02,7.217895239591598511e-03,-3.232102841138839722e-02
5.149692296981811523e-04,-3.187941014766693115e-02,-1.011911034584045410e-02,-8.855750784277915955e-03,-2.309860289096832275e-02,-2.778319828212261200e-02,-1.924844458699226379e-02,-1.200535707175731659e-02,-3.189881518483161926e-02,2.525503933429718018e-02
-2.646552398800849915e-02,3.031105920672416687e-02,-3.231691941618919373e-02,-1.088109798729419708e-02,2.182643860578536987e-02,-9.200161322951316833e-03,1.689903810620307922e-02,1.671805977821350098e-02,3.806203603744506836e-04,2.422421053051948547e-02
8.285418152809143066e-05,-2.157764136791229248e-02,-3.001071326434612274e-02,-2.469799295067787170e-02,1.707245409488677979e-02,4.204630851745605469e-03,1.394362747669219971e-02,5.511548370122909546e-03,-1.932426914572715759e-02,1.191910356283187866e-03
2.568271756172180176e-02,-1.500456407666206360e-02,1.272574812173843384e-02,2.100539579987525940e-02,2.627890557050704956e-03,-1.943698897957801819e-02,-1.070239208638668060e-02,-2.167057432234287262e-02,-2.381426468491554260e-02,-4.331059753894805908e-03
-2.112041041254997253e-02,2.720385417342185974e-02,-2.086628973484039307e-02,1.791234686970710754e-02,-2.264592424035072327e-02,1.124485209584236145e-02,-3.748968243598937988e-03,-1.384202390909194946e-02,9.190149605274200439e-03,-6.441317498683929443e-03
-7.220642641186714172e-03,-1.213810965418815613e-02,1.978306472301483154e-02,1.747421920299530029e-02,-2.144464291632175446e-02,-2.218386158347129822e-02,8.341114968061447144e-03,2.103584632277488708e-02,1.997580006718635559e-02,-2.925956994295120239e-02
-8.283324539661407471e-03,-1.015907339751720428e-02,2.331334725022315979e-02,8.551899343729019165e-03,2.851277589797973633e-02,2.969300374388694763e-02,-7.673192769289016724e-03,-1.942471414804458618e-02,-3.194706514477729797e-02,1.319033280014991760e-02
